title,price
Smartphone Xiaomi Redmi 13C 4G 128GB - 4GB Ram (Versao Global) (Clover Green) Verde,"R$ 998,99"
"Celular Samsung Galaxy S23 5G, 512GB, 8GB RAM, Câmera Tripla 50MP+12+10, Tela Infinita de 6.1""","R$ 3.457,09"
Smartphone Multilaser E Pro 4G 32GB Wi-Fi 5.0 pol. Dual Chip 1GB RAM Câmera 5MP + 5MP Android 11 (Go edition) Quad Core - Preto - P9150,"R$ 281,91"
Usado: iPhone 12 128GB Azul Bom - Trocafone,"R$ 2.364,14"
Carregador USB de 5W Apple,"R$ 98,10"
Celular Nokia 105 Dual Chip + Rádio FM + Lanterna + Jogos pré-instalados - NK093,"R$ 98,35"
Lançamento SmartWatch W28 Pro 2024 Tela 1.95 polegadas Série 8 + 2 pulseiras,"R$ 179,28"
Smartphone Xiaomi Redmi Note 13 256GB + 8RAM Global (Black),"R$ 1.405,53"
Smartphone Samsung Galaxy A55 128GB Azul Escuro,"R$ 2.251,79"
"Apple iPhone 13 128GB Meia-noite Tela 6,1” 12MP","R$ 3.699,00"
Smartwatch Relógio Inteligente S8 Pro Para Android E IOS,"R$ 141,79"
"Smartphone Motorola Moto G54 5G 256GB 16GB RAM Boost Câmera Traseira Dupla 50MP + 2MP Selfie 16MP Tela 6.5"" Azul-Vegan Leather","R$ 1.172,15"
Smartwatch Relógio Inteligente U9 Plus Ultra 9 Masculino Feminino Microwear 2024,"R$ 225,31"
Carregador Portátil/Power Bank Geonav por Indução 10.000 mAh PB10MAGSG,"R$ 206,10"
"Smartphone Samsung Galaxy A55 6.6"" 5G 8GB 256GB Azul Escuro Câmera Tripla 50MP","R$ 2.150,10"
"Smartphone Samsung Z Flip 5 512GB Verde Claro 5G Snapdragon 8GB RAM 6,7"" Câm. Dupla + Selfie 10MP Dual Chip","R$ 3.599,10"
Smartphone Xiaomi Redmi Note 13 8GB+256GB Global ( Preto ) 4G,"R$ 1.405,53"
Carregador Portátil/Power Bank Geonav 6000mAh,"R$ 71,10"
Realme C53 Dual SIM 256 GB Mighty Black 8 Gb Ram - Com NFC,"R$ 1.052,91"
Smartphone Xiaomi Redmi Note 13 8+256G Global Version Powerful Snapdragon GREEN,"R$ 1.405,53"
Celular Smartphone Multilaser E 32GB - Preto,"R$ 449,28"
"Smartphone Motorola Moto G24 128GB Verde 4GB + 4GB RAM Boost 6,6"" Câm. Dupla + Selfie 8MP Dual Chip","R$ 746,10"
Carregador Mi Turbo Charger 33W Compatível com Xiaomi Note 7 8 9 10 11 12 13 Poco X3 X4 X5 X6,"R$ 99,75"
Smartphone Realme C67 256gb 8gb Ram Global Nfc Cam 108mp,"R$ 1.308,00"
Pulseira em Silicone para Smartwatch Mormaii Life Molife,"R$ 78,99"
Smart Watch Watch 8 W28 Pro Tela Digital 45mm Lançamnto C/Acessórios Extra Case Pulseira Pelicula,"R$ 173,70"
Realme Note 50 Dual Sim De 64gb / 3gb Ram Preto - Lançamento 1 no de garantia no Brasil,"R$ 671,09"
Smartphone M6 Pro 4G 512Gb 12Gb Ram Preto,"R$ 1.596,14"
Smartphone Xiaomi Redmi 12 256GB - 8GB Ram Versão Global 4G,"R$ 1.168,31"
Relógio inteligente Watch9 ProMax 2024 NFC GPS Alta definição Smartwatch comando de voz e siri masculino e feminino + 2 pulseiras,"R$ 152,91"
Relógio Smartwatch Inteligente Hw12 Android iOS Bluetooth Masculino E Feminino + Pulseira Metal Extra,"R$ 145,49"
"Smartphone Samsung Galaxy A23 128GB Branco 5G Octa-Core 4GB RAM 6,6” Câm. Quádrupla + Selfie 8MP","R$ 1.259,10"
Lançamento SmartWatch W28 Pro 2024 Tela 1.95 polegadas Série 8 + 2 pulseiras,"R$ 179,28"
Usado: Samsung Galaxy S22 Ultra 5G 256GB Preto Muito Bom - Trocafone,"R$ 2.768,34"
"Smartphone xiaomi redmi note 13 br 8gb+256gb, azul","R$ 1.357,03"
kIT 3 Suporte Adesivo Multiuso De Parede Para Celular Controle Remoto 3711,"R$ 9,80"
Smartphone Not 13 Pro 256Gb 8Gb Ram Verde,"R$ 1.530,45"
"Smartphone Samsung Galaxy A15 6.5"" 4G 128GB Azul Escuro Câmera Tripla Traseira de 50MP","R$ 889,00"
Smartwatch Relógio Digital D20 Original Masculino E Feminino,"R$ 26,99"
Smartwatch Hw Ultra 2 Lançamento Com Chat Gpt 7 Pulseiras e Case,"R$ 199,79"
Xiaomi Redmi Note 13 256 GB 8GB RAM,"R$ 1.399,80"
"Smartphone Samsung Galaxy Z Fold5 5G 512GB 12GB RAM Câmera Tripla 50MP + 12MP + 10MP Selfie 10MP Tela 7.6"" - Azul Claro","R$ 4.419,15"
Smartphone Redmi Note 13 Pro 5G 8gb Ram 256gb,"R$ 2.488,88"
Smartphone Realme Note 50 4G 64GB / 3GB Ram (Versao Global),"R$ 689,99"
Smartphone Xiaomi Redmi Note 13 256GB + 8RAM Global (Black),"R$ 1.486,00"
Celular De Idoso Dual Sim Com Câmera Rádio Lanterna,"R$ 80,10"
Smartwatch Relógio W59 47mm Lançamento 2024 Android iOS Bluetooth Masculino Feminino Gps Nfc,"R$ 169,20"
Smartwatch Relógio Inteligente 52mm Haiz My Watch Sport HZ-SM87,"R$ 200,00"
"Smartphone Motorola Moto G24 4G 128GB 8GB RAM Boost Câmera Traseira Dupla 50MP + 2MP Selfie 8MP Tela 6.6"" Grafite","R$ 721,65"
"Smartphone Samsung Galaxy A15 5G 256GB 8GB RAM Tela 6,5"" Câmera Tripla 50MP Frontal 13MP Verde Claro","R$ 1.099,80"
"Smartphone Motorola Moto G24 4G 128GB 8GB RAM Boost Câmera Traseira Dupla 50MP + 2MP Selfie 8MP Tela 6.6"" Rosa","R$ 721,65"
Usado: iPhone 12 Mini 64GB Preto Muito Bom - Trocafone,"R$ 1.968,54"
"Smartphone Samsung Galaxy M55 256GB 5G 8GB RAM Azul Escuro Tela 6,7"" Câm. Tripla + Selfie 50MP Dual Chip","R$ 1.754,10"
Carregador Portátil/Power Bank Geonav 20000mAh,"R$ 170,10"
"Smartphone Motorola moto e13 XT2345-2 Dual Sim LTE 6.5"" 2GB/64GB preto","R$ 606,28"
Usado: iPhone 11 Pro Max 256GB Dourado Muito Bom - Trocafone,"R$ 2.553,34"
"Smartphone Samsung Galaxy A15 4G 256GB 8GB RAM Octa-Core MediaTek Câmera Tripla + Selfie 13MP Tela 6.5"" Dual Chip-Azul Escuro","R$ 1.151,10"
Smartphone Samsung Galaxy A55 5G 128GB 8GB RAM Câmera Tripla até 50MP Selfie 32MP Tela 6.6 - Rosa,"R$ 1.920,15"
Usado: Galaxy S22 Plus Preto 256GB Muito Bom - Trocafy - Samsung,"R$ 1.889,10"
Celular para Idoso Samsung Flip 2G E1272 Dual Sim 32 Mb 64 Mb Ram - Radio Fm,"R$ 247,00"
Relógio inteligente Watch9 ProMax 2024 NFC GPS Alta definição Smartwatch comando de voz e siri masculino e feminino + 2 pulseiras,"R$ 152,91"
Usado: iPhone XR 64GB Vermelho Muito Bom - Trocafone,"R$ 1.211,74"
Smartphone Positivo Twist 4 Pro S518 64Gb Preto,"R$ 349,90"
Suporte Duplo Celular Controle Remoto Adesivo Fixação Parede,"R$ 8,87"
Smartphone Redmi Note 13 Pro 5G 8gb Ram 256gb,"R$ 2.489,99"
Kit Capa Anti Shock e Película Cerâmica P/ Moto Edge 40 Neo,"R$ 26,91"
"Apple iPhone 14 Plus 256GB Roxo 6,7”","R$ 4.782,59"
Celular realme c53 128gb dual sim 6gb ram,"R$ 929,00"
Lançamento SmartWatch W28 Pro 2024 Tela 1.95 polegadas Série 8 + 2 pulseiras,"R$ 179,28"
"Smartphone Motorola Moto G84 256GB Magenta 5G Snapdragon 695 8GB RAM 6,55"" Câm. Dupla + Selfie 16MP Dual Chip","R$ 1.529,10"
"Smartphone Samsung Galaxy A05s 128GB 4G 6,7 4GB RAM Câmera Dupla 50MP Selfie 13MP Dual Chip Android 14","R$ 824,49"
Celular Gradiente 105A Flip Dual Chip 32MB,"R$ 222,29"
"Smartphone Infinix Hot 30i 128GB Preto 4G MediaTek 8GB RAM 6,6"" Câm. 50MP + Selfie 5MP Dual Chip","R$ 719,10"
"Smartphone Samsung Galaxy A25 5G 256GB 8GB RAM Tela 6,5"" Câmera Tripla 50MP Frontal 13MP Azul","R$ 1.340,10"
Celular positivo p26 camera dual chip,"R$ 104,50"
Usado: iPhone XR 64GB Preto Bom - Trocafone,"R$ 1.134,34"
"Celular do Idoso 4G Tela Grande 6.26"" 64GB 2GB Dual Chip SOS","R$ 479,90"
Carregador Portátil Turbo Power Bank 10.000mah Universal,"R$ 54,43"
Smartphone Xiaomi Redmi Note 13 8+256G Global Version Powerful Snapdragon GREEN,"R$ 1.486,00"
Smartwatch Relógio Digital D20 Original Masculino E Feminino,"R$ 34,11"
"Smartphone Motorola Moto G54 5G 256GB + 8 GB RAM Azul Câmera 50 MP OIS + 2 MP Frontal 16MP Tela 6,5 IPS Bateria 5000 mAh","R$ 1.140,12"
Smartphone Samsung Galaxy A55 128GB Azul Claro,"R$ 2.251,79"
Usado: iPhone 11 128GB Preto Bom - Trocafone,"R$ 1.727,74"
Usado: iPhone 13 Branco 128GB Muito Bom - Trocafy - Apple,"R$ 2.894,24"
"Smartphone Samsung Galaxy S24+ 6,7"" Galaxy AI 512GB Preto 5G 12GB RAM Câm. Tripla 50MP + Selfie 12MP Bateria 4900mAh Dual Chip","R$ 5.579,10"
Capa Capinha Anti Impacto + Pelicula Vidro 3d Para Samsung Galaxy A15,"R$ 18,80"
"Smartwatch Com foto personalizada, Relógio Inteligente T800 Ultra 49mm","R$ 74,90"
"Smartphone Motorola Moto G84 256GB Grafite 5G Snapdragon 695 8GB RAM 6,55"" Câm. Dupla + Selfie 16MP Dual Chip","R$ 1.529,10"
Carregador Magsafe Compatível Com iPhone Portátil Indução,"R$ 62,10"
Smartphone Xiaomi Redmi 12 4G 256GB - 8GB Ram (Versao Global) (Sky Blue) Azul,"R$ 1.160,99"
"Smartphone Motorola Moto G54 256GB Azul 5G 8GB RAM 6,5"" Câm. Dupla + Selfie 16MP Dual Chip","R$ 1.169,10"
Xiaomi Redmi Note 13 256GB 8GB Ram Preto,"R$ 1.489,00"
"Apple iPhone 15 Pro Max 256GB Titânio Natural 6,7"" 48MP iOS 5G","R$ 9.269,10"
Carregador Portátil/Power Bank Geonav 20000mAh,"R$ 152,10"
Smartphone xiaomi redmi note 13 8gb Ram 256gb,"R$ 1.406,68"
Celular Xiaomi Redmi A3 4GB / 128GB ( VERDE ),"R$ 804,13"
Celular Xiaomi Redmi 13c 128gb 4gb Ram Lançamento 2023 Verde,"R$ 949,63"
"Smartphone Motorola Moto G24 128GB 4G Tela 6,6 Câmera Dupla 50MP Selfie 8MP Dual Chip Android 14","R$ 724,50"
Suporte De celular para Motocicleta com Carregador Usb,"R$ 18,40"
Relógio inteligente Watch8 Pro 2024 8ª geração NFC GPS tela infinita 2.2'' Alta definição Smartwatch W28 Pro masculino e feminino,"R$ 170,91"
"Celular Samsung Galaxy A15 128GB, 4GB RAM, Tela Infinita de 6.5""","R$ 899,10"
Lançamento SmartWatch W28 Pro 2024 Tela 1.95 polegadas Série 8 + 2 pulseiras,"R$ 179,28"
Usado: iPhone 11 128GB Branco Bom - Trocafone,"R$ 1.727,74"
"Smartphone Samsung Galaxy S24 6,2"" Galaxy AI 128GB Violeta 5G 8GB RAM Câm. Tripla 50MP + Selfie 12MP Bateria 4000mAh Dual Chip","R$ 5.399,10"
"Smartphone Samsung Galaxy A15 4G 256GB 8GB RAM Tela 6,5"" Câmera Tripla 50MP Frontal 13MP Azul Escuro","R$ 952,20"
"Smartphone Motorola Moto G53, 5G, 128GB, 4GB RAM, Octa Core, Câmera Dupla 50MP, Tela de 6.5, Rose - PAWR0002BR","R$ 1.874,98"
Suporte Duplo Celular Controle Remoto Adesivo Fixação Parede,"R$ 8,87"
"Smartphone Positivo S640 Twist 5 Pro 64GB Preto 4G 2GB RAM 6,26"" Câm. 8MP + Selfie 8MP Dual Chip","R$ 449,10"
"Apple iPhone 15 Pro Max 512GB Titânio Azul 6,7"" 48MP iOS 5G","R$ 10.619,10"
Capa Capinha Case Anti Impacto Queda Shock Para Samsung Galaxy M35,"R$ 16,06"
"Celular Simples para Idoso Positivo P26 - Ligação, Rádio e Câmera","R$ 113,53"
Smartphone Redmi 12 4gb 128gb,"R$ 1.085,51"
Smartphone Xiaomi redmi note 13 8gb Ram 256gb Preto,"R$ 1.470,16"
Xiaomi Redmi 13C Dual SIM 256 GB Azul 8 GB RAM,"R$ 1.114,53"
"Celular Smartphone Infinix HOT 20i 128GB 4GB RAM Dual Sim 6,6' Preto","R$ 659,90"
Smartphone Xiaomi Redmi Note 13 8+256G Global Version Powerful Snapdragon ( BLUE ),"R$ 1.405,53"
"Smartphone Samsung Galaxy A15 4G 128GB 4GB RAM Tela 6,5"" Câmera Tripla 50MP Frontal 13MP Azul Claro","R$ 845,10"
"Apple iPhone 15 512GB Rosa 6,1"" 48MP iOS 5G","R$ 6.499,00"
Carregador Turbo Fonte 20w Usb-c+ Cabo Tipo-c Compatível com iphone 15 15 pro 15 plus,"R$ 40,00"
"Smartphone Xiaomi Redmi 12 Dual SIM de 256GB / 8GB RAM de 6.79"" 50 + 8 + 2MP / 8MP - Sky Blue","R$ 1.277,00"
"Bateria Carregador Portátil 2x USB-C, 10000mAh, Super Rápida 25W","R$ 179,00"
Telefone Celular LG Antigo 2g Simples Para Idosos E Rural Dual,"R$ 125,50"
"Smartphone Motorola Edge 40 Neo 256GB Black Beauty 5G 8GB RAM 6,55"" Câm. Dupla + Selfie 32MP Dual Chip","R$ 2.429,10"
Smartphone TCL L5 16GB Preto 4G Quad-Core,"R$ 359,99"
"Smartphone Samsung Galaxy A15 6,5"" 128GB Azul Claro 5G 4GB RAM Câm. Tripla 50MP + Selfie 13MP 5000mAh Dual Chip","R$ 1.079,10"
Smartphone Motorola Moto g24 Power,"R$ 809,10"
Smartphone Motorola Moto g24 128GB,"R$ 719,10"
Usado: iPhone 11 64GB Preto Bom - Trocafone,"R$ 1.572,94"
Vivo Chip,"R$ 13,00"
Carregador Turbo 20W + Cabo Lightning para USB-C Compatível Iphone 11 12 13 Pro Max X XR XS,"R$ 79,90"
"Apple iPhone 14 128GB Meia-noite 6,1” 12MP - iOS 5G","R$ 4.049,10"
"Smartphone Motorola Moto G34 128GB 5G Tela 6,5 Câmera Dupla 50MP Selfie 16MP Dual Chip Android 14","R$ 930,96"
"Smartphone Motorola Moto G84 256GB Azul 5G Snapdragon 695 8GB RAM 6,55"" Câm. Dupla + Selfie 16MP Dual Chip","R$ 1.529,10"
Smartphone Motorola Moto g24 128GB,"R$ 719,10"
"Smartphone Motorola Moto G54 5G, 128GB, 4GB RAM, Octa-Core, Câmera 50MP, Tela de 6.5"" FHD, Azul - PAYS0046BR","R$ 1.499,98"
"Smartphone Samsung Galaxy S24 Ultra 6,8"" Galaxy AI 512GB Titânio Preto 5G 12GB RAM Câm. Quádrupla 200MP + Selfie 12MP Bateria 5000mAh Dual Chip","R$ 7.829,10"
"Carregador PD Turbo USB-C Compatível Com iPhone X, XR ,11 12, 13 e 14","R$ 39,90"
"Smartphone celular Xiaomi Redmi 13C Azul Dual SIM de 256GB / 8GB RAM de 6.74"" 50 + 2 + 2MP / 8MP","R$ 1.076,00"
Usado: iPhone XR 128GB Preto Bom - Trocafone,"R$ 1.263,34"
"Smartphone Motorola Edge 40 Neo 5G 256GB 16GB RAM Boost Câmera Traseira Dupla 50MP + 13MP Selfie 32MP Tela 6.55"" Black Beauty","R$ 1.784,15"
Usado: iPhone 11 128GB Preto Muito Bom - Trocafone,"R$ 1.839,54"
"Smartphone Xiaomi Redmi 12 Dual SIM de 256GB / 8GB RAM de 6.79"" 50 + 8 + 2MP / 8MP -Sky Blue","R$ 1.225,44"
Smartphone Motorola Moto g04s,"R$ 674,10"
Samsung Galaxy S23 FE 5G Smartphone Android 128GB Grafite,"R$ 2.429,10"
Usado: iPhone XR 64GB Vermelho Bom - Trocafone,"R$ 1.134,34"
Smartphone 12 256/8 Gb Ram Global - Azul,"R$ 1.185,88"
Smartwatch Relógio Inteligente Haiz IP67 44mm My Watch I Fit HZ-ZL02D,"R$ 168,00"
Smartphone Xiaomi Redmi 13c 4gb 128gb Preto,"R$ 935,23"
"Smartphone Samsung Galaxy M55 256GB 5G 8GB RAM Verde Claro 6,7"" Câm. Tripla + Selfie 50MP Dual Chip","R$ 1.754,10"
Carregador Turbo 20W IP PD Tipo C / Lightning Rápido Original KAIDI Compativel Apple Iphone X XR 11 12 13,"R$ 45,68"
Smartphone Celular Xiaomi Redmi 13c 8gb 256gb,"R$ 1.195,08"
Usado: iPhone 11 Preto 128GB Excelente - Trocafy - Apple,"R$ 1.959,39"
Usado: iPhone 13 128GB Meia Noite Muito Bom - Trocafone,"R$ 2.966,14"
"Tripé suporte pedestal 2,18m retratil camera celular profissional universal foto video","R$ 37,99"
Relógio Smartwatch Inteligente Hw12 Android iOS Bluetooth Masculino E Feminino + Pulseira Metal Extra,"R$ 145,49"
"Smartphone Samsung Galaxy A25 5G 128GB 6GB RAM Câmera Traseira Tripla 50MP + 8MP + 2MP Selfie 3MP Tela 6.5"" Azul Escuro","R$ 1.239,30"
"Smartphone Motorola Edge 40 Neo 256GB Caneel Bay 5G 8GB RAM 6,55"" Câm. Dupla + Selfie 32MP Dual Chip","R$ 2.429,10"
Relógio inteligente S9 Ultra 2024 série 9 NFC Smartwach nova geração inteligente android e iOs Masculino Feminino Microwear,"R$ 170,91"
Celular Xiaomi Redmi 13C 4G 128GB - 4GB Ram (Verde),"R$ 949,63"
Smartphone Xiaomi Redmi 12 5G 128GB - 4GB Ram (Versao Global) (Polar Silver),"R$ 1.070,10"
Telefone Celular P/ Idoso Vita Multilaser Mp3 Radio,"R$ 151,20"
Smartwatch Ultra 9 Relógio Inteligente S9 49mm NFC Android IOs Masculino Feminino 2024 + 2 Pulseiras,"R$ 179,90"
Relógio Inteligente Smartwatch Redondo Masculino H-1 Serie 9 Original Compativel C/ Samsung Xiaomi,"R$ 274,42"
celular multilaser flip vita lite preto,"R$ 174,71"
Usado: iPhone 14 Pro Max Roxo 128GB Excelente - Trocafy - Apple,"R$ 4.922,10"
Smartphone Xiaomi Redmi Note 13 128GB - 6GB Ram (Ice Blue) Azul,"R$ 1.286,99"
Estabilizador Gimbal com controle Bluetooth,"R$ 118,15"
Usado: Samsung Galaxy A32 5G 128GB Preto Bom - Trocafone,"R$ 618,34"
Carregador Original Samsung Turbo 25W M51 M62 A72 S21,"R$ 132,86"
"Smartphone Motorola Moto G53 128GB Grafite 5G Snapdragon 480+ Octa-Core 4GB RAM 6,5"" Câm. Dupla + Selfie 8MP Dual Chip","R$ 1.439,10"
"Smartphone Motorola Moto G24 4G 128GB 4GB RAM Tela 6,6"" Câmera Dupla 50MP + 2MP Frontal 8MP Grafite","R$ 737,10"
Apple Watch SE GPS Caixa Meia-noite de Alumínio 40mm Pulseira Esportiva Meia-noite P/M,"R$ 2.249,10"
"Smartphone Samsung Galaxy A15 5G, 256GB, 8GB, Octa Core, Câmera Tripla 50MP, Tela de 6.5"", Azul Claro - SM-A156MLBSZTO","R$ 1.624,99"
Usado: iPhone 13 Pro Max Dourado 128GB Muito Bom - Trocafy - Apple,"R$ 4.413,65"
"Smartphone Nokia C30 64GB Verde 4G Octa-Core 2GB RAM 6,82” Câm. Dupla + Selfie 5MP Dual Chip","R$ 629,10"
Usado: iPhone 13 Pro Max Verde 128GB Excelente - Trocafy - Apple,"R$ 4.128,79"
Samsung Galaxy S23 FE 5G Smartphone Android 256GB Creme,"R$ 2.699,10"
Usado: IPhone 13 mini Azul 128GB Excelente - Trocafy - Apple,"R$ 2.975,81"
"Smartphone Motorola Moto G54 5G 256GB 8GB RAM Tela 6,5"" Câmera Dupla 50MP+2MP Frontal 16MP Azul","R$ 1.164,60"
Smartphone Xiaomi Redmi 13C 4G 128GB - 4GB Ram (Versao Global) (Navy Blue) Azul,"R$ 989,99"
Smartphone Xiaomi Poco X6 PRETO 5G 256GB / 12GB Ram GLOBAL,"R$ 2.339,99"
Celular Realme Note 50 Dual Sim 128 Gb 4 Gb Ram Smartphone,"R$ 822,11"
"Celular Samsung Galaxy M35 5G, Câmera Tripla até 50MP, Selfie 50MP, Tela Super AMOLED + 6.6 120Hz, 256GB, 8GB RAM","R$ 1.269,07"
Smartwatch Samsung Watch6 BT 44mm Prata 16GB Bluetooth,"R$ 1.079,10"
"Smartphone Motorola Edge 30 Neo 256GB Lilás 5G Octa-Core 8GB RAM 6,3” Câm. Dupla + Selfie 32MP","R$ 1.709,10"
Usado: iPhone 13 Pro Max Grafite 128GB Muito Bom - Trocafy - Apple,"R$ 3.972,29"
Celular Nokia 105 Dual Chip + Rádio FM + Lanterna + Jogos pré-instalados - Preto - NK093,"R$ 110,42"
"Kit Capa, Privacidade e Película Câmera P/ Redmi Note 13 Pro 5G","R$ 26,91"
"Smartphone Motorola Moto G84 5G 256GB 16GB RAM Boost CâmeraTraseira Dupla 50MP + 8MP Selfie 16MP Tela 6.55"" Viva Magenta-Vegan Leather","R$ 1.342,15"
Suporte De Mesa Para Celular Ajustável Ergonômico Articulado Tablet Smartphone Várias Cores,"R$ 11,25"
"Smartphone Samsung Galaxy A25 6,5"" 256GB Azul Escuro 5G 8GB RAM Câm Tripla 50MP + Selfie 13MP Bateria 5000mAh Dual Chip","R$ 1.709,10"
Capinha Transparente + Película Fosca Privacidade Samsung Galaxy A15,"R$ 19,95"
Fonte Carregador Turbo 20W + Cabo USB-C Lightning Compatível com Iphone,"R$ 45,07"
Carregador Veicular De Carro Tipo C Quick Charger 3.0 + Pd 55w,"R$ 9,00"
Celular do Idoso fácil de usar 32GB Dual Chip SOS - OB055,"R$ 259,36"
Carregador Portátil/Power Bank Geonav 14000mAh,"R$ 98,10"
Smartphone Motorola Edge 50 Pro 5G,"R$ 2.899,80"
Smartphone Multi F 2 32GB Tela 5.5 pol. Dual Chip 1GB RAM Câmera 5MP + Selfie 5MP Android 11 Quad Core 3G Preto - P9173,"R$ 278,99"
Usado: iPhone 8 64GB Dourado Excelente - Trocafone,"R$ 747,34"
Usado: iPhone 11 64GB Branco Muito Bom - Trocafone,"R$ 1.676,14"
"Smartphone Xiaomi Redmi 13C Dual 256GB + 8GB RAM (GLOBAL) Tela 6.74"" + Câmera 50 Mpx","R$ 1.192,50"
Smartphone Xiaomi Poco X6 Pro 5G 12Gb Ram 512Gb Preto,"R$ 2.841,77"
"Smartphone Samsung Galaxy A35 256GB Azul Claro 5G 8GB RAM 6,6"" Câm. Tripla + Selfie 13MP Dual Chip","R$ 1.754,10"
Smartphone Poco X6 Pro 5G 12GB RAM 512GB Preto,"R$ 2.649,51"
Usado: iPhone XR 64GB Branco Muito Bom - Trocafone,"R$ 1.211,74"
Capinha Case Anti Impacto + Película 3d Para Samsung Galaxy A15,"R$ 15,26"
Usado: Samsung Galaxy A14 128GB Preto Muito Bom - Trocafone,"R$ 764,54"
Smartphone Redmi Note 13 Pro 8gb Ram 256gb,"R$ 2.099,99"
Usado: iPhone XR 128GB Branco Excelente - Trocafone,"R$ 1.409,54"
Usado: iPhone 11 Pro 64GB Dourado Muito Bom - Trocafone,"R$ 1.925,54"
"Smartphone Samsung Galaxy A15 5G 256GB 8GB 6,5'' Azul Escuro","R$ 1.169,00"
Usado: iPhone 11 64GB Preto Muito Bom - Trocafone,"R$ 1.676,14"
Relógio inteligente Watch 9 Pro Lançamento 2024 Série 9 NFC GPS tela infinita 2.2'' Qualidade Microwear Smartwatch masculino e feminino,"R$ 188,99"
"Celular Samsung Galaxy M35 5G, Câmera Tripla até 50MP, Selfie 50MP, Tela Super AMOLED + 6.6 120Hz, 256GB, 8GB RAM","R$ 1.269,07"
Usado: Samsung Galaxy A34 5G 256GB Preto Excelente - Trocafone,"R$ 1.280,54"
"Apple iPhone 14 Plus 128GB Azul 6,7” 12MP","R$ 4.319,10"
Smartphone Samsung Galaxy A15 6.5 HD+ 90Hz 128GB Câmera Tripla 50MP 5MP 2MP Azul SM-A155MZKDZTO,"R$ 849,00"
"Smartphone Motorola Moto G84 256GB Leather 5G Tela 6,55 Câmera Dupla 50MP Selfie 16MP Android 13","R$ 1.394,46"
"Apple iPhone 14 Plus 128GB Estelar 6,7”","R$ 4.426,19"
"Smartphone Motorola Moto G54 5G 256GB 8GB RAM Tela 6,5"" Câmera Dupla 50MP+2MP Frontal 16MP Verde","R$ 1.164,60"
Smartphone Xiaomi Redmi Note 13 256GB - 8GB Ram - Versao Global (Ice Blue) Azul,"R$ 1.421,99"
Usado: iPhone 13 Rosa 256GB Excelente - Trocafy - Apple,"R$ 3.085,51"
"Smartphone Samsung Galaxy A35 6.6"" 5G 128GB Azul Escuro Câmera Tripla","R$ 1.399,00"
Xiaomi Redmi 13C 8GB RAM 256GB Preto,"R$ 1.189,00"
Carregador Super Turbo Para Samsung 45w S20 S21 S22,"R$ 88,00"
"Smartphone celular Xiaomi Redmi 13C CINZA / PRETO Dual SIM de 256GB / 8GB RAM de 6.74"" 50 + 2 + 2MP / 8MP","R$ 1.076,00"
Celular Realme Note 50 Dual Sim 128 Gb 4 Gb Ram Smartphone,"R$ 822,11"
Xiaomi Redmi 13C Dual SIM 128 GB ( Preto ) 4 GB RAM,"R$ 969,03"
Carregador Xiaomi Turbo 67w Tipo-c Compativel Com Xiaomi Poco X3 X4 X5 X6 Pro,"R$ 41,76"
"Smartphone Samsung Galaxy A15 4G 128GB 4GB RAM Tela 6,5"" Câmera Tripla 50MP Frontal 13MP Azul Escuro","R$ 845,10"
"Smartphone Samsung Galaxy A35 128GB Azul Claro 5G 6GB RAM 6,6"" Câm. Tripla + Selfie 13MP Dual Chip","R$ 1.574,10"
Smartphone Motorola Moto g24 Power,"R$ 809,10"
Smartphone Xiaomi POCO X6 Pro 5G 12GB+512GB NFC Dimensity 8300-Ultra 64MP triple camera 67W 120Hz AMOLED (Preto),"R$ 3.185,00"
"Smartphone Samsung Galaxy A15 5G 256GB 8GB RAM Câmera Tripla 50MP + Selfie 13MP Tela 6.5"" Azul Claro","R$ 1.241,10"
Smartphone Redmi 12 4gb 128gb,"R$ 1.113,11"
Carregador Turbo Tipo - C Fonte 45W + Cabo Compatível com Samsung Galaxy Carga Ultra Rápida,"R$ 27,75"
Usado: iPhone XR 64GB Branco Excelente - Trocafone,"R$ 1.280,54"
Smartphone xiaomi redmi 13c 8gb 256gb verde,"R$ 1.085,43"
Cabo Adaptador OTG USB Celular Tipo-C Type-C Pendrive Compatível com Macbook Mouse USB-C,"R$ 8,38"
Usado: iPhone 8 64GB Cinza Espacial Bom - Trocafone,"R$ 669,94"
Usado: iPhone 11 Pro 64GB Verde Meia-Noite Muito Bom - Trocafone,"R$ 1.925,54"
Celular do idoso Vita com Base carregadora Teclas falantes e Botão SOS P9121,"R$ 149,90"
Suporte Celular Moto Bike Bicicleta Magnético A Prova D'agua 360º,"R$ 25,85"
Relógio Smart Watch Digital D20 Masculino / Feminino + Fone Bluetooth Sem Fio,"R$ 63,00"
Usado: Samsung Galaxy A54 5G 256GB Preto Excelente - Trocafone,"R$ 1.314,94"
"Smartphone Samsung Galaxy A05s 6,7"" 128GB Violeta 6GB RAM Câm. Tripla 50MP + Selfie 8MP Bateria 5000mAh Dual Chip","R$ 809,10"
Carregador 20W Turbo Fonte USB-C + Cabo 1M Compatível Iphone SE / X / XR/ 11 / 12/ 13 Mini Pro Max,"R$ 52,11"
Suportes Celular Moto Com Carregador Universal Usb Garra X M6S,"R$ 18,99"
